_id,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）,實際預約網址（手動）,爬蟲分類（手動）,醫事機構代碼（自動）,是否現在為施打點？（自動）,Last Modified,備註（手動）,預約方式（手動）,是否可以爬蟲（手動）,爬蟲結果（手動）,爬蟲人（手動）,爬蟲程式碼（手動）,開放預約時間（手動）
rec042pWIkM2XYbPz,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.535784,24.061299,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,04-7113456,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,彰基醫院系列,1137010051,1,2021-07-11T05:50:20.000Z
rec08cD0RKn76Wh13,臺東縣延平鄉衛生所,臺東縣,延平鄉,臺東縣延平鄉桃源村昇平路11號,121.085663,22.902109,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346120010,089-561040,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346120010,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統
rec0AWIzBqlCkyReN,卓醫院,彰化縣,北斗鎮,彰化縣北斗鎮西安里中山路一段311號,120.51554,23.872278,https://docs.google.com/forms/d/e/1FAIpQLSdpYfIuWqdcQ295WbggrKmRa9fZUlBUNQmZEvt6pwV9yqYmXg/viewform,04-8882995,,,1537040066,1,2021-07-11T05:50:20.000Z,"無法找到任何資料
",
rec0FuMJbi7riIuKY,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號,121.494082,24.993746,"https://www.shh.org.tw/page/ShhregVaccine.aspx
",02-22490088,https://www.shh.org.tw/page/ShhregVaccine.aspx,北醫系列,1331040513,1,2021-07-11T11:05:50.000Z,,掛號系統
rec0GpEaNU2mmptpo,東港靜思堂(東港衛生所站),屏東縣,東港鎮,928台灣屏東縣東港鎮,120.4634753,22.471462,,"08 832 5310",,,,,2021-07-11T15:18:58.000Z,各縣市資料,
rec0HMofu1o1WZTxb,衛生福利部臺南醫院,臺南市,中西區,臺南市中西區中山路125號,120.209228,22.995819,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,06-2200055,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,衛福部系列,0121050011,1,2021-07-11T05:50:20.000Z,,
recskBnSB0iz7JTQZ,臺南市歸仁區衛生所,臺南市,歸仁區,臺南市歸仁區中正北路1段1號,120.294344,22.967445,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2341280011,06-2304030,,,2341280011,1,2021-07-11T05:50:20.000Z,"沒有線上的預約方式 by SL",,,,,
recsonlDPj2Lnj7DB,李昭榮診所,臺南市,南區,台南市南區金華路二段281號,,,,06-2610266,,,,,2021-07-11T15:22:49.000Z,各縣市資料,,,,,
recspoaDb3fSdOBCO,新穎全診所,臺北市,信義區,台北市信義區和平東路三段265號,121.5548185427,25.022436642199,,02-2732-5809,,,,,2021-07-11T15:19:55.000Z,各縣市資料,,,,,
recsqXISEbVDm73Ss,許文錦家庭醫學科診所,臺南市,安南區,台南市安南區同安路400號,,,,06-2455511,,,,,2021-07-11T15:22:37.000Z,各縣市資料,,,,,
recssfHG48HpfqJIB,臺北市立聯合醫院附設大同門診部,臺北市,大同區,臺北市大同區昌吉街52號,121.5163406124,25.065815418755,,,,,,,2021-07-11T15:19:08.000Z,各縣市資料,,,,,
recsslTTf9RVsdPkO,慶平美耳鼻喉科診所,臺南市,安平區,台南市安平區慶平路559號1樓,,,,06-2976670,,,,,2021-07-11T15:22:35.000Z,各縣市資料,,,,,
recsvSWRGll2SW0Ip,陳信方小兒科診所,臺北市,北投區,臺北市北投區明德路106號,121.52005908397,25.109749187603,,02-2820-1068,,,,,2021-07-11T15:19:46.000Z,各縣市資料,,,,,
recsxIPRXCWRUzKz8,臺南市佳里區衛生所,臺南市,佳里區,臺南市佳里區東寧里進學路159號,,,,06-7224106,,,,,2021-07-11T15:22:06.000Z,各縣市資料,,,,,
rect8npK2BKLEZ9ga,寶建醫療社團法人寶建醫院,屏東縣,屏東市,屏東市中山路119.123號.屏東市自由路650－1號Ｂ1,120.484419,22.682663,http://www.paochien.com.tw/twuse/covidNet,08-7665995,http://www.paochien.com.tw/twuse/covidNet,,0943010017,1,2021-07-11T05:50:20.000Z,未接獲衛生局通知新冠疫苗撥補，故暫停開放預約,,,,,
rectJpVjrhr7RtbEf,瑪家鄉三和社區集會所(7/2~7/3),屏東縣,,,120.6090775,22.7029522,,,,,,,2021-07-11T15:19:08.000Z,各縣市資料,,,,,
rectLMbHzAtFc4IqF,國立臺灣大學附設醫院雲林分院,雲林縣,斗六市,雲林縣斗六市雲林路二段579號,120.5259,23.69766,https://web.ylh.gov.tw/covid-19/,05-5323911,https://reg.ntuh.gov.tw/WebAdministration/VaccineClinicReg.aspx?Hosp=Y0&Reg=&cliniccode=03,台大醫院系列,0439010518,1,2021-07-11T05:50:20.000Z,,,,,,
rectLRJgh2tR7Vb9t,臺東縣蘭嶼鄉衛生所,臺東縣,蘭嶼鄉,臺東縣蘭嶼鄉紅頭村36號,121.554615,22.024926,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346160014,089-732575,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346160014,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
rectLqjNcovsTmyG9,康育診所,臺北市,內湖區,臺北市內湖區成功路三段189號2樓,121.59078410888,25.08038293828,,02-2790-9134,,,,,2021-07-11T15:19:37.000Z,各縣市資料,,,,,
rectMFeeoo9ZStMaT,新祐小兒科診所,臺南市,新市區,台南市新市區大營里大營130-10號,,,,06-5999129,,,,,2021-07-11T15:22:55.000Z,各縣市資料,,,,,
rectRLBGgCrquOuOA,衛生福利部桃園醫院新屋分院,桃園市,新屋區,桃園市新屋區新屋村14鄰新福二路6號,121.107189,24.969856,"https://docs.google.com/forms/d/e/1FAIpQLSd79uux1TrY6XegF25kpPL5puiW02YCMoIfYrW_-fL_oam2sg/viewform
",03-4971989,https://docs.google.com/forms/d/e/1FAIpQLSd79uux1TrY6XegF25kpPL5puiW02YCMoIfYrW_-fL_oam2sg/closedform,google表單系列,0132110519,1,2021-07-11T05:50:20.000Z,"雖然網站是衛福部網站但預約是google表單

",,,,,
rectSXb3VbXZCY84z,國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,新竹市,北區,新竹市北區金華里經國路一段442巷25號,120.97992,24.816707,https://www.hch.gov.tw/hch/hch_chinese.aspx,03-5326151,,台大醫院系列,0412040012,1,2021-07-11T11:05:50.000Z,"5/27起暫停施打
",目前暫停預約,,,,
rectSaLGZKJ0PLr9H,協和家醫科診所,臺南市,仁德區,台南市仁德區中正路三段79號,,,,06-2701507,,,,,2021-07-11T15:22:16.000Z,各縣市資料,,,,,
rectVo2NpB116820X,聯合報系員工診療所,臺北市,信義區,台北市信義區忠孝東路四段559巷1號6樓,121.56359877603,25.0420566914,,02-2760-1618,,,,,2021-07-11T15:19:55.000Z,各縣市資料,,,,,
rectbvmg36Jg6vMA7,臺中榮民總醫院埔里分院,南投縣,埔里鎮,南投縣埔里鎮蜈蚣里榮光路1號,120.99681,23.975802,http://covid-19.pulivh.gov.tw/OutSite/COVID19/COVID19Res.aspx,049-2990833,http://covid-19.pulivh.gov.tw/OutSite/COVID19/COVID19Res.aspx,台中榮總系列,0638020014,1,2021-07-11T05:50:20.000Z,,,,,,
rectduFhgJnbBzO94,喜樂小兒科診所,臺南市,東區,台南市東區東光路一段106號,,,,06-2757869,,,,,2021-07-11T15:22:44.000Z,各縣市資料,,,,,
rectec5BeVIw4VfHR,科教館一樓北門,臺北市,士林區,台北市士林區士商路189號,121.51597734157,25.095989294531,,,,,,,2021-07-11T15:20:09.000Z,各縣市資料,,,,,
rectfH0dmbT4oD4S4,林繼國診所,臺北市,大安區,臺北市大安區忠孝東路三段217巷1弄12號,121.53911004262,25.042406924537,,02-2731-5568,,,,,2021-07-11T15:19:17.000Z,各縣市資料,,,,,
rectjsj1Dy2IJhOZQ,嘉義縣大林鎮衛生所,嘉義縣,大林鎮,嘉義縣大林鎮平林里中山路252號,120.455747,23.606779,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340030017,05-2652042,,,2340030017,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
rectldEH4rEVKUwf5,國軍台北門診中心附設民眾診療服務處,臺北市,中正區,臺北市中正區紹興南街7號,121.52399824251,25.040122668995,,02-2391-9830,,,,,2021-07-11T15:19:30.000Z,各縣市資料,,,,,
rectt0XhcObhWJsHl,邱俊陽診所,臺南市,新營區,台南市新營區大同路45號,,,,06-6322691,,,,,2021-07-11T15:22:58.000Z,各縣市資料,,,,,
recttu3zNmEgHHMvz,佳祐診所,臺南市,安定區,台南市安定區安定里47-16號,,,,06-5976778,,,,,2021-07-11T15:22:35.000Z,各縣市資料,,,,,
rectxAvDane6sXbFP,高雄市立民生醫院,高雄市,苓雅區,高雄市苓雅區凱旋二路134號,120.3207363,22.6283459,https://www.kmsh.gov.tw/vaccine_reg/,07-7511131,https://www.kmsh.gov.tw/trenew/Login.aspx?Dir2=1,醫院各自系統,0102080017,1,2021-07-11T05:50:20.000Z,"要查核身分 by SL",,,,,
rectxK4qThG6Ddmbd,盈泰診所,臺南市,關廟區,台南市關廟區中正路1023號,,,,06-5962777,,,,,2021-07-11T15:23:02.000Z,各縣市資料,,,,,
recu5EG2fLs9TG14T,秀傳醫院,臺北市,大安區,台北市大安區光復南路116巷1號,121.55686232176,25.04311216603,,,,,,,2021-07-11T15:20:07.000Z,各縣市資料,,,,,
recuBpdFGvjCzXhyr,臺中榮民總醫院,臺中市,西屯區,"臺中市西屯區臺灣大道4段 1650號",120.604647,24.184298,http://regws.vghtc.gov.tw/COVID19VaccReg,04-23592525,http://regws.vghtc.gov.tw/COVID19VaccReg/#/SelectVACCType,台中榮總系列,0617060018,1,2021-07-11T05:50:20.000Z,,,,,,
recuSsKK66j3eTuqv,振興醫療財團法人振興醫院,臺北市,北投區,臺北市北投區振興街45號,121.5224,25.117543,https://www2.chgh.org.tw/CovidMain.aspx,02-28264400,,醫院各自系統,1101160017,1,2021-07-11T11:05:50.000Z,"打完連戰爺爺
被禁止施打",不詳,,,,
recuUDh7yeoz0aFEf,鄭立華小兒科診所,臺南市,新營區,台南市新營區中正路205號,,,,06-6353391,,,,,2021-07-11T15:23:00.000Z,各縣市資料,,,,,
recuX9ltGvYENxweW,橙光耳鼻喉科診所,臺北市,士林區,臺北市士林區大南路286號,121.51931428817,25.088809501914,,02-2888-3222,,,,,2021-07-11T15:19:15.000Z,各縣市資料,,,,,
recucDfJE220Bz7zu,大直佳恩診所,臺北市,中山區,臺北市中山區北安路591號,121.54864346828,25.081944065528,,02-2532-3301,,,,,2021-07-11T15:19:27.000Z,各縣市資料,,,,,
recugdEN285iyOGGU,健華診所,臺北市,大安區,臺北市大安區和平東路2段299號,121.54477843398,25.024944083188,,02-2707-2990,,,,,2021-07-11T15:19:17.000Z,各縣市資料,,,,,
recuh6illLONqaANE,新北市三芝區衛生所,新北市,三芝區,新北市三芝區中山路1段12號,121.500753,25.258407,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331210016,02-26362007,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331210016,1,2021-07-11T11:05:50.000Z,,預約系統,是,,,
recumLTCCcORJKAhH,許獻帆診所,臺南市,山上區,台南市山上區南洲里130-3號,,,,06-5782015,,,,,2021-07-11T15:22:12.000Z,各縣市資料,,,,,
recutF2fFPJVcaLEc,李宗勳耳鼻喉科診所,臺南市,安南區,台南市安南區海佃路一段282號,,,,06-2502345,,,,,2021-07-11T15:22:37.000Z,各縣市資料,,,,,
recuz77vncEjebpfH,臺東縣長濱鄉衛生所,臺東縣,長濱鄉,臺東縣長濱鄉長濱村中興路46號,121.453933,23.318793,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346080011,089-831022,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346080011,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
recuzAxwjcQB23mNM,亞洲大學附屬醫院,臺中市,霧峰區,臺中市霧峰區福新路222號,120.68617,24.053561,https://www.auh.org.tw/NewsInfo/NewsArticle?no=1298,04-37061668,https://appointment.auh.org.tw/cgi-bin/as/reg51.cgi?DocNo=DD001&sstus=3,醫院各自系統,1303180011,1,2021-07-11T05:50:20.000Z,,,,,,
recv0DeYtBcNDgvAg,劉淦華診所,臺北市,內湖區,臺北市內湖區金龍路43號,121.59385821263,25.084875346256,,02-2790-5374,,,,,2021-07-11T15:19:34.000Z,各縣市資料,,,,,
recv3AuHMWjghCcDG,侯瑞合診所,臺南市,學甲區,台南市學甲區華宗路365號,,,,06-7836611,,,,,2021-07-11T15:23:00.000Z,各縣市資料,,,,,
recv7dYhK2NB0MW6A,衛生福利部樂生療養院,新北市,新莊區,新北市新莊區中正路794號及桃園縣龜山鄉萬壽路1段50巷2號,121.418,25.029343,"http://netreg.lslp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?Date=&DivDr=01S8&HID=F&Noon=&Way=Dept
",02-82006600,https://netreg.lslp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_NetReg.aspx?lang=C,衛福部系列,0131060010,1,2021-07-11T11:05:50.000Z,,掛號系統,是,,,,"2021/07/02; 2021/07/03; 2021/07/04"
recvANlUqKewy66Gz,屏東縣恆春鎮衛生所,屏東縣,恆春鎮,屏東縣恆春鎮城南里文化路78號,120.746859,22.003226,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343040015,08-8892140,,,2343040015,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,,
recvGy0LW3XM83bci,桃園市平鎮區衛生所,桃園市,平鎮區,桃園市平鎮區新富里1鄰振興路1號,121.217776,24.945929,https://forms.gle/wYeBbWwUfenRzu3p7,03-4576624,https://forms.gle/wYeBbWwUfenRzu3p7,google表單系列,2332100019,1,2021-07-11T05:50:20.000Z,,,,,,,
recvJYrZ9Hy0MznqJ,光田醫療社團法人光田綜合醫院-沙鹿院區,臺中市,沙鹿區,臺中市沙鹿區沙田路117號,120.558832,24.23532,臺中市沙鹿區沙田路117號,(04)2662-5111,http://www.ktgh.com.tw/Reg_Covid_19.asp,光田醫院系列,0936050029a,1,2021-07-11T05:50:20.000Z,"用同一網址預約
",,,,,,
recvJeKHW4PQuJaA6,康田診所,臺南市,中西區,台南市中西區成功路443號,,,,06-2273570,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,,
recvO1JG5vczo5njH,松山班廷建興診所,臺北市,信義區,台北市信義區市民大道六段318號,121.57965242068,25.048765841515,,02-2765-2295,,,,,2021-07-11T15:19:57.000Z,各縣市資料,,,,,,
recvORIxdStm29b4C,臺南市學甲區衛生所,臺南市,學甲區,臺南市學甲區仁得里建國路38號1樓,120.181923,23.230277,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2341080011,06-7833359,,,2341080011,1,2021-07-11T05:50:20.000Z,"沒有線上的預約方式 by SL",,,,,,
recvP0WxYWDLnu7al,小天使婦兒診所,臺南市,中西區,台南市中西區府前一街9巷14號,,,,06-2930888,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,,
recvVJDF89Au8segw,莊宇龍診所,臺北市,中山區,臺北市中山區北安路637號,121.54902991168,25.083708254239,,02-2533-1255,,,,,2021-07-11T15:19:25.000Z,各縣市資料,,,,,,
recvjFjvEeUwXlXr5,中國附醫台北分院一樓大廳,臺北市,內湖區,台北市內湖區內湖路二段360號,121.5905997187,25.082124906649,,,,,,,2021-07-11T15:20:09.000Z,各縣市資料,,,,,,
recvlf08xd0XdfaLD,朱耳鼻喉科診所,臺北市,信義區,臺北市信義區忠孝東路五段452號,121.57632166086,25.040690062499,,02-2720-9172,,,,,2021-07-11T15:19:55.000Z,各縣市資料,,,,,,
recvzDPCiM6Wl5Xqs,新竹縣橫山鄉衛生所,新竹縣,橫山鄉,新竹縣橫山鄉大肚村3鄰新興街141巷10號,121.13928,24.717562,https://hengshan.hcshb.gov.tw/,03-5932004,,,2333070010,1,2021-07-11T05:50:20.000Z,"沒有任何網路資訊
",,,,,,
recw3UFWGs57HUzYA,漢宗小兒科診所,臺北市,萬華區,臺北市萬華區中華路二段434號1樓,121.50650542124,25.027154053951,,02-2303-9022,,,,,2021-07-11T15:20:00.000Z,各縣市資料,,,,,,
recwAHLnsEAFwJyzk,新竹縣關西鎮衛生所,新竹縣,關西鎮,新竹縣關西鎮中山路207號,121.172583,24.791684,https://guanxi.hcshb.gov.tw/Default.aspx,03-5872454,,,2333010014,1,2021-07-11T05:50:20.000Z,"有說明頁面，不提供網路預約
",,,,,,
recwEMIfuvXKihSbj,寶貝小兒科診所,臺南市,北區,台南市北區小東路365號1樓,,,,06-2003300,,,,,2021-07-11T15:22:19.000Z,各縣市資料,,,,,,
recwJyZIpetKsGUAN,南投縣中寮鄉衛生所,南投縣,中寮鄉,南投縣中寮鄉永平村永昌街102號,120.765703,23.880997,https://docs.google.com/forms/d/e/1FAIpQLSfYVBhsTDbljYolEpxv_qJoe5RH7XAI-riwuWGlx0F0gQezUg/viewform,049-2691404,,,2338080016,1,2021-07-11T05:50:20.000Z,"不再使用連結報名，
僅提供電話報名
",,,,,,
recwNXLsvWQ6OUCsp,義仁兒科診所,臺北市,南港區,台北市南港區玉成街138號,121.58318392525,25.045026424727,,02-2651-5929,,,,,2021-07-11T15:19:57.000Z,各縣市資料,,,,,,
recwOZRClwbeRKqzl,健安診所,臺南市,西港區,台南市西港區中山路325號,,,,06-7959937,,,,,2021-07-11T15:22:42.000Z,各縣市資料,,,,,,
recwQLCG4cIybvyfO,幸安國小活動中心,臺北市,大安區,台北市大安區仁愛路三段22號,121.53494929397,25.037660617441,,,,,,,2021-07-11T15:20:04.000Z,各縣市資料,,,,,,
recwQyXoNcT7hty0c,雙湖診所,臺北市,內湖區,臺北市內湖區金龍路49號,121.59364059922,25.084948215008,,02-2791-0066,,,,,2021-07-11T15:19:34.000Z,各縣市資料,,,,,,
recwdvEHwtCMsR1T8,國軍桃園總醫院附設民眾診療服務處,桃園市,龍潭區,桃園市龍潭區中興里中興路168號,121.234977,24.874464,https://registration.aftygh.gov.tw/stepB1.asp?isQuery=1&RoomNo=0224,03-4799595,,國軍醫院系列,0532090029,1,2021-07-11T11:05:50.000Z,"7/9前不提供任何醫療服務
",目前暫停預約,,,,,
recwhAQxlMCys7iBG,臺南市安平區衛生所,臺南市,安平區,臺南市安平區平通里育平路310號,,,,06-2996885,,,,,2021-07-11T15:22:04.000Z,各縣市資料,,,,,,
recwkVw3KUnve8veO,"鄭耳鼻喉科診所 ",臺南市,永康區,台南市永康區大灣路798巷12號,,,,06-2721231,,,,,2021-07-11T15:22:23.000Z,各縣市資料,,,,,,
recwl0V8ZNuV92Irh,桃園市龍潭區衛生所,桃園市,龍潭區,桃園市龍潭區中正路210號1至2樓,121.21653,24.864041,https://forms.gle/SvSaDcjsrpz2Y9sw5,03-4792033,https://forms.gle/SvSaDcjsrpz2Y9sw5,google表單系列,2332090018,1,2021-07-11T05:50:20.000Z,,,,,,,
recwlyk5bwKgtPgK8,花蓮縣壽豐鄉衛生所,花蓮縣,壽豐鄉,花蓮縣壽豐鄉壽豐村公園路28巷10號,121.507192,23.868697,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2345060015,03-8652101,,,2345060015,1,2021-07-11T11:05:50.000Z,,不詳,,,,,
recwq7fPYq9ALDAK9,枋寮醫療社團法人枋寮醫院,屏東縣,枋寮鄉,屏東縣枋寮鄉安樂村中山路139號,120.596791,22.364144,https://mobile.flgh.org.tw/Covid19Reg/Covid19Reg.aspx,08-8789991,https://mobile.flgh.org.tw/Covid19Reg/Covid19Reg.aspx,醫院各自系統,0943160012,1,2021-07-11T11:05:50.000Z,,預約系統,,,,,
recwqiRies37MrkgM,杏安耳鼻喉科,臺南市,安南區,台南市安南區安中路一段675號,,,,06-2550296,,,,,2021-07-11T15:22:42.000Z,各縣市資料,,,,,,
recwtXJorUdWWOWAw,臺南市龍崎區衛生所,臺南市,龍崎區,臺南市龍崎區崎頂里新市子158號,,,,06-5941397,,,,,2021-07-11T15:22:12.000Z,各縣市資料,,,,,,
recwzVmlg3v3diCi5,財團法人私立高雄醫學大學附設中和紀念醫院,高雄市,三民區,高雄市三民區十全一路100號,120.310001,22.645178,https://www.kmuh.org.tw/web/BookVaccineSysInter,07-3121101,https://www.kmuh.org.tw/web/BookVaccineSysInter,高醫大系列,1302050014,1,2021-07-11T05:50:20.000Z,,,,,,,
recx2568ZZDiFewnM,嘉義縣中埔鄉衛生所,嘉義縣,中埔鄉,嘉義縣中埔鄉中埔村中埔130號之1,120.522737,23.425588,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340130012,05-2531008,,,2340130012,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,,
recx3c8EeCDY7K9iX,澎湖縣湖西鄉衛生所,澎湖縣,湖西鄉,澎湖縣湖西鄉湖西村151－1號,119.66137,23.583931,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344020017,06-9921271,https://docs.google.com/forms/d/e/1FAIpQLScydIipaylukL2l-FUoC5ls7zjXSi6f_fO_rUvvt6tjHBc4pQ/viewform,google表單系列,2344020017,1,2021-07-11T11:05:50.000Z,,google表單,,,,,
recx7o9RjpbFBF2g4,安美診所,臺北市,松山區,臺北市松山區八德路二段400號3樓,121.54657035696,25.048043187755,,02-2721-4153,,,,,2021-07-11T15:19:49.000Z,各縣市資料,,,,,,
recxD03kGhevYXKzG,聯醫中興院區2樓門診區,臺北市,大同區,台北市大同區鄭州路145號,121.50888735895,25.050692435816,,,,,,,2021-07-11T15:20:07.000Z,各縣市資料,,,,,,
recxK7xoLReEb3YMb,益銓診所,臺北市,萬華區,臺北市萬華區萬大路233號,121.5005948739,25.026491333649,,02-2333-1323,,,,,2021-07-11T15:20:00.000Z,各縣市資料,,,,,,
recxLZBGXaszILYk1,臺北市立聯合醫院和平院區,臺北市,中正區,臺北市中華路2段33號,121.506703,25.035591,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=H&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-23889595,https://booking.health.gov.tw/Home/notyet,北市衛生局系列,0101090517i,1,2021-07-11T11:05:50.000Z,,不詳,是,,,,
recxPQcypfiueOeJZ,蔣小兒科診所,臺北市,南港區,台北市南港區玉成街166巷30號1樓,121.58328109827,25.043929553326,,02-2651-3761,,,,,2021-07-11T15:19:57.000Z,各縣市資料,,,,,,
recxUMVY04NcPgBJ8,日日新診所,臺南市,新化區,台南市新化區和平街171號,,,,06-5909323,,,,,2021-07-11T15:22:55.000Z,各縣市資料,,,,,,
recxaMeUc39LIqr3s,光明內科診所,臺南市,中西區,台南市中西區府前路一段80號,,,,06-2245555,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,,
recxjLOhBft0KdCY2,新生醫院,臺南市,佳里區,台南市佳里區新生路272號,,,,06-7223122,,,,,2021-07-11T15:22:02.000Z,各縣市資料,,,,,,
recxoctZ5KVfCBLyC,長庚醫療財團法人雲林長庚紀念醫院,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村工業路1500號,120.218341,23.795183,https://register.cgmh.org.tw/Department/M/M0990D,05-6915151,https://register.cgmh.org.tw/Department/M/M0990D,長庚醫院系列,1139130010,1,2021-07-11T05:50:20.000Z,,,,,,,
recxpnXtAQp1c0esg,花蓮縣花蓮市衛生所,花蓮縣,花蓮市,花蓮縣花蓮市新興路200號,121.617151,23.991433,https://docs.google.com/forms/d/18D0OcM-ov61qVlx2vV5HGSUKj1WLXsLnWf4mb5WbpsA/viewform?form=MY01SV&OCID=MY01SV&edit_requested=true,03-8230232,,,2345010015,1,2021-07-11T11:05:50.000Z,,不詳,,,,,
recxuCwe37t84JCpv,臺北市立聯合醫院中正門診部,臺北市,中正區,臺北市中正區牯嶺街24號,121.515952,25.030494,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=5&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-23210168,https://tpech.gov.taipei/cp.aspx?n=BE9341119042AFED,北市聯醫系統,2101180038,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,,
recxuoQjpssz2xTnS,葉明憲兒科診所,臺北市,大安區,臺北市大安區羅斯福路3段191號2樓,121.52808429167,25.021076801804,,02-2369-1688,,,,,2021-07-11T15:19:23.000Z,各縣市資料,,,,,,
recxytXsWPWssqWCq,張志仁診所,臺南市,新營區,台南市新營區大同路6之6號,,,,06-6356220,,,,,2021-07-11T15:22:58.000Z,各縣市資料,,,,,,
recy14yqPgqHCWvw3,唐勳樟診所,臺南市,南區,台南市南區金華路一段160號,,,,06-2642266,,,,,2021-07-11T15:22:49.000Z,各縣市資料,,,,,,
recy5ta3BdYo8tPzS,顏慶山診所,臺南市,安定區,台南市安定區保西里454號,,,,06-5924777,,,,,2021-07-11T15:22:35.000Z,各縣市資料,,,,,,
recy81pNgKhi3RKfE,通霄光田醫院,苗栗縣,通霄鎮,苗栗縣通霄鎮中山路88號,120.678377,24.489,http://www.ts.ktgh.com.tw/,037-759999,,,1535031041,1,2021-07-11T05:50:20.000Z,,,,,,,
recyF5G5vLO9tv52O,仁荔健康診所,臺北市,文山區,臺北市文山區興隆路一段258號,121.54495529497,24.998465494693,,02-2933-9986,,,,,2021-07-11T15:19:42.000Z,各縣市資料,,,,,,
recyHPZtxE6zsh7dd,埔基醫療財團法人埔里基督教醫院,南投縣,埔里鎮,南投縣埔里鎮愛蘭里鐵山路1號,120.946799,23.970928,http://web2.pch.org.tw/Booking/Covid19Reg/Covid19Reg.aspx,049-2912151,http://web2.pch.org.tw/Booking/Covid19Reg/Covid19Reg.aspx,醫院各自系統,1138020015,1,2021-07-11T05:50:20.000Z,,,,,,,
recyLoga6PyR9JQJy,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,桃園市,桃園區,桃園市桃園區建新街123號,121.312507,24.982115,https://rms.sph.org.tw/RMSTimeTable.aspx?dpt=S1100F,03-3613141,https://rms.sph.org.tw/RMSTimeTable.aspx?dpt=S1100F,醫院各自系統,1132010024,1,2021-07-11T05:50:20.000Z,,,,,,,
